	DCZTrt_A_1	DCZTrt_A_2	DCZTrt_A_3	DCZctrl_A_1	DCZctrl_A_2	DCZctrl_A_3	DCZctrl_A_4	DCZTrt_N_1	DCZTrt_N_2	DCZTrt_N_3	DCZctrl_N_1	DCZctrl_N_2	DCZctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000121316	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000121317	0	3	0	1	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121318	4	0	14.5	51.96	20.257	16.363	3	16.173	9	9	20.012	16.294	10.732	7	0	15	6	4	10.654
ENSMUSG00000121319	15.74	9.922	10.908	7.162	32.162	30.021	4.24	19.053	5.682	5.042	14.043	29.254	10.543	18.774	12.098	6.858	10.182	1.799	5.433
ENSMUSG00000121320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121322	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000121323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121325	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121326	2	0	1	1	8	3	2	4	10	11	13	7	19.396	0	2	10	1	20.533	10
ENSMUSG00000121327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121328	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121330	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
ENSMUSG00000121331	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000121332	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
ENSMUSG00000121333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121335	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121336	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000121337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121340	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000121341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121342	23.534	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	1
ENSMUSG00000121343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121345	525.139	852.303	1042.86	869.194	943.307	947.845	411.416	1136.573	615.283	892.823	992.661	987.555	1093.364	669.715	525.571	993.749	540.436	828.147	831.248
ENSMUSG00000121346	1	0	0	0	1.354	0	0	0	0	0	1.423	3.139	0	1.433	1	1	0	0	0
ENSMUSG00000121347	225.775	155.861	279.675	331.911	276.986	192.308	104.987	469.655	197.371	313.013	296.533	285.042	258.881	248.741	163.075	304.946	155.623	247.026	239.511
ENSMUSG00000121348	0	0	0	0	0	0	0	2	0	4	11	6	0	0	0	2.874	2	0	0
ENSMUSG00000121349	1	44	9.359	1	2	10.794	2	10.175	2.708	14.793	7.429	15.618	5.74	1	7	7.079	6.372	1.779	3.827
ENSMUSG00000121350	0	26	31	2	2	10	2	16	2	25	30	27	7	7	4	14	19	5	6
ENSMUSG00000121351	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121352	0	0	0	0	2	0	0	0	41.594	6.042	0	0	74.513	2	3	0	0	112.401	51.518
ENSMUSG00000121353	3.087	8	9.277	13.131	6	10	3.067	8.087	8	2.021	6.07	4.042	13.942	8.152	3.103	12	7.301	8.417	10.122
ENSMUSG00000121354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121355	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121357	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000121358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000121365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.154	0
ENSMUSG00000121366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121367	0	0	0	0	0	0	0	0	0	0	3.39	0	0	0	0	0	0	0	0
ENSMUSG00000121368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121369	0	0	2	10	2	0	0	2	3	0	3	2	7	4	0	11	0	7	5
ENSMUSG00000121370	0	0	3	2	0	16	0	0	1	4	2	2.929	2	0	0	2	0	0	0
ENSMUSG00000121371	0	0	0	2	0	0	0	0	0	0	1	2	3	0	0	0	1	0	1
ENSMUSG00000121372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121374	22.52	29.821	34.638	30.922	19.234	28	3	44.831	11	22	20.627	25.6	8.217	20.487	1	20.484	4.044	9	6
ENSMUSG00000121375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121376	1.011	2.03	1.002	2.042	6	0	0	0	0	2.046	2.004	2.379	0	0	3.074	1.048	0	0	4.181
ENSMUSG00000121377	70	34.09	79	127	104	49.986	16	82.339	36	51	56	48	67	78	47	74	33	53	37
ENSMUSG00000121378	2.102	10	6.404	12.569	13.721	25.798	4	13.585	8	24.449	4.545	18.343	29.356	17.169	27.595	20.486	18.541	17.876	21.656
ENSMUSG00000121379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000121380	36.546	0	0	11.017	36.382	1.31	1.735	0	0	0	0	0	0	0	0	0	2.576	0	1.054
ENSMUSG00000121381	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000121382	8.123	18.495	23.159	22.655	37.471	28.668	18.367	46.135	33.609	40.307	32.941	33.899	132.675	26.204	20.971	33.721	19.268	157.842	67.527
ENSMUSG00000121383	0	1	6	0	0	1	0	6	0	0	2.858	3	0	0	0	2	2	2	1
ENSMUSG00000121384	0	5.702	3.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121386	5.282	0	0	2.249	0	1.08	0	2.101	0	0	1.105	1.052	0	2.163	1.118	1.152	2.857	0	0
ENSMUSG00000121387	0	0	0	0	0	0	0	0	4.584	1	0	0	0	0	1	0	3	0	0
ENSMUSG00000121388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121389	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000121390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121393	2	1	0	4	12	2	0	3	2	2	1	4	1	0	2.585	1	2	0	4
ENSMUSG00000121394	0	0	0	0	0	0	0	0	0	0	19.05	0	0	0	0	0	0	0	0
ENSMUSG00000121395	162.269	785.996	1005.863	240.239	352.361	916.55	372.819	1472.056	354.075	881.876	1274.539	1090.919	567.541	224.055	498.795	1023.32	559.805	328.262	522.048
ENSMUSG00000121396	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121397	0	3.033	1	1.053	1	4.128	0	0	0	1.053	0	0	0	1.397	1	0	1.045	2.569	3.006
ENSMUSG00000121398	16.025	0	2.166	0	0	1	0	0	0	3.089	0	0	8	1	0	0	0	0	7
ENSMUSG00000121399	1.25	0	0	8	0	2	0	1	0	0	0	5	1	0	0	1	0	1	0
ENSMUSG00000121400	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121402	0	11	7	7	3	2	0	6.123	0	4	1	11	11	1	1	8	2	5	8
ENSMUSG00000121403	4	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000121404	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	4	4
ENSMUSG00000121405	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3.008	2.911
ENSMUSG00000121406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121407	11	1	3	7	2	4	3	6	5	9	6	4	33	4.087	2	5	1	26	10
ENSMUSG00000121409	0	0	0	0	0	0	0	1	0	0	0	0	3.067	0	0	0	0	1.013	0
ENSMUSG00000121410	0	0	0	0	0	0	0	1.243	0	0	0	0	0	0	0	0	0	1	3.834
ENSMUSG00000121411	1	3	2	7	23	0	4	1	1	0	0	0	1	3	0	0	1	0	0
ENSMUSG00000121412	0	0	0	0	0	6	0	3	0	0	0	2	1	0	0	0	2	0	0
ENSMUSG00000121413	0	0	1	2	5	2	0	6.86	5.526	3	3.431	2	2.012	2	0	2.761	1	0	3.88
ENSMUSG00000121414	19.11	20.22	43.889	30.479	56.007	48.89	15	47.618	20.87	33.303	51.628	52.278	45	25.314	20.206	39.316	18.072	8.155	18.812
ENSMUSG00000121415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121418	0	0	0	2.284	0	0	0	0	0	2.217	0	0	0	0	0	0	0	0	0
ENSMUSG00000121419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121423	0	0	0	1	0	0	0	3	4	1	0	0	7	0	0	0	1	15	4
ENSMUSG00000121424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121426	11.795	9.408	7.047	20.493	4.346	17.223	8.437	20.393	5.717	13.847	18.535	8.124	12.57	10.224	35.369	18.123	7.971	2.428	15.213
ENSMUSG00000121427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121428	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000121429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121430	37	10	7	5	3	10	4	9	5	10	11	9	6	10	7	12	9	9	4
ENSMUSG00000121431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121438	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000121439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5
ENSMUSG00000121440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000121443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121444	8	6	31	13	3	28	30	29	11	21	3	17	15	12	10	10	16	13	20
ENSMUSG00000121445	0	0	0	1.783	0	0	0	1.532	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121446	2	0	6.811	16	6.094	6	4.82	3.341	2.441	4.198	20.839	13	8.472	2	1.256	17.633	6.615	5.273	13.504
ENSMUSG00000121447	0	0	0	0	0	0	0	0	0	0	2.477	0	0	0	0	1	0	0	0
ENSMUSG00000121448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121449	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000121450	1	0	0	0	0	0	2	1	0	3	1	0	4	0	0	0	1	1	0
ENSMUSG00000121451	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000121452	32	17.607	49.848	88.996	27.199	32.398	15.148	50.552	22	44.387	51.042	43.571	61.107	57.205	13.718	41.607	16.631	29.685	41
ENSMUSG00000121453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121456	1	0	2	6	8.314	5.206	4	2	0	1	3	3	1	3	3	0	1	0	3
ENSMUSG00000121457	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000121458	19	105	85.843	60	36	149	47	65.999	49	77.001	87.999	108.182	35	30	71	154	57	6	51
ENSMUSG00000121459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121462	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000121463	1	0	5.052	3.028	0	2.989	0	0	0	0	4.183	2.772	0	0	0	0	0	4	0
ENSMUSG00000121465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121468	0	0	0	0	0	8	0	3	0	0	1	0	16.185	0	0	0	0	12	0
ENSMUSG00000121469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121470	4.452	0	2	4.31	6.094	4.751	0	4.241	0	0	2.134	1.12	1	18.066	0	0	1.078	0	0
ENSMUSG00000121471	0	0	1	5.467	0	0	0	0	0	0	0	0	0	4	0	2	0	1	1
ENSMUSG00000121472	7.617	10.296	27.677	19.797	20.133	20.62	10.701	17.256	1	10.714	33.82	23.197	1.12	8.119	15.52	26.769	17.971	8.414	33.462
ENSMUSG00000121473	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000121474	83	0	4.053	107	146	37	9.664	0	0	0	0	0	0	13.753	3.004	3.397	0	2	0
ENSMUSG00000121475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121476	4	0	8	21	9.71	5	0	7	21	11	20	17	61	4	9	5	7	74	26
ENSMUSG00000121477	24.898	8.128	67	60	60.383	32.606	21	99.045	57	70.749	63	50	72	43.243	12.294	49	45	54	62
ENSMUSG00000121478	2.068	0	0	0	1.89	0	0	0	0	0	0	0	0	2.981	0	1	0	0	0
ENSMUSG00000121479	47	50	64	80	66	71	26	77.229	58	75	73.088	69	118.612	50	56.111	73	19.167	123.255	120.999
ENSMUSG00000121480	1	0	5	0	4.028	1	0	3.087	4	3	3	2	5	7.071	0	0	0	3	1
ENSMUSG00000121481	21.001	0	1	0	4	5	0	0	0	1	1	2	5	1	0	1	1	6	3
ENSMUSG00000121482	0	1	8	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000121483	20.157	16	7	20	14	9	4	10	1	4	11	4	15	16	3	22.176	1	11	8
ENSMUSG00000121484	0	0	1	2	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0
ENSMUSG00000121485	68.591	39.64	105.091	101.832	86.203	47.869	19.647	107.837	60.163	70.059	101.616	104.829	44.895	59.494	79.873	82.065	48.401	29.627	54.915
ENSMUSG00000121486	189	100	84.999	215.408	195.999	81	28	40.499	23	63	65	48.208	77	224	42.797	76	26	56	50
ENSMUSG00000121487	5.996	1	13.981	2	29.568	17.51	6.15	13	8.074	12.295	16.279	24.209	8.482	7.287	7.173	10.917	11	2	4.449
ENSMUSG00000121488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121489	40.399	52.808	47.389	31.12	61.591	15.62	13.217	39.791	16.457	38.991	41.865	36.389	48.758	58.333	2	27.73	8.285	37.964	30.194
ENSMUSG00000121490	37	7	21.999	26	29	8	3	10	5	5	18	9	19	14	2	16	11	7	10
ENSMUSG00000121491	22.529	87	100	34.659	41.001	115	46.939	164	43.891	105	128	119	182	32	58.096	117.999	67.965	141.286	157
ENSMUSG00000121492	2203.815	3093.89	4506.633	3387.172	3625.631	3473.179	1721.124	5503.483	2157.892	3790.468	4357.329	4089.073	4472.72	2606.606	2358.508	3843.517	2160.166	3296.988	3284.404
ENSMUSG00000121493	1	0	3	9	0	4	2	5	1	2	6	4	1	2	3	3	3	1	1
ENSMUSG00000121494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121495	2	3	11	28	9	11	5	8	0	14	12	13	3	5	5	17	6	4	3
ENSMUSG00000121496	38	74	78	55	71.346	63.213	28	121.999	28	70	78	91.999	66	59	62.232	92.001	60.115	36	61
ENSMUSG00000121497	5	5	13	10	20	10	4	11.047	8	17.093	16	6	23	9	7	14	4	7	10
ENSMUSG00000121498	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121500	69	156.051	175.969	138.131	96.771	314.509	86.011	122.033	110.648	142.645	104.709	112.475	268.877	212.031	295.388	292.614	229.48	215.809	167.482
ENSMUSG00000121501	80.838	8.751	7.502	4.266	17.561	2.967	0	0	1.271	2.26	0	0	6.896	9.541	0	0	0	15.613	1.328
ENSMUSG00000121502	85.001	39.999	108.912	92.942	120.937	125.981	26	133.211	47	104.864	138	123.263	56.001	96.001	62.982	98	72.819	32	56
ENSMUSG00000121503	8.883	0	4	4	7	0	0	0	1	1	1	4	2	8	0	0	0	0	0
ENSMUSG00000121504	124	126.001	134.999	281.001	275.001	141.001	53	100.714	31	61	95.999	75.999	40	228.867	66	127	38.999	8	37
ENSMUSG00000121505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000121506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121508	1	0	1	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	0
ENSMUSG00000121509	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121510	9.51	1.015	0	2.078	2.072	7.202	1.049	5.253	1	1.011	1.035	3.063	2.088	2.178	3.015	2.006	0	3.063	2.053
ENSMUSG00000121511	15	0	4	0	6	0	1	5.142	0	0	0	1.028	3	0	7	1.122	1.063	3	0
ENSMUSG00000121512	2	0	0	2	2	0	1	0	0	0	1	1.022	1.008	0	0	0	0	0	1
ENSMUSG00000121513	492.694	285.999	450.001	814	634.001	424.999	147	629	172.999	370	485.001	467.049	277	691.742	247.002	414.999	305.001	213.053	297
ENSMUSG00000121514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000121515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121516	85.095	159.454	158.343	116.162	152.901	177.88	82.176	177.368	88.38	170.928	172.014	149.258	180.778	118.015	92.874	153.785	71.073	106.724	140.736
ENSMUSG00000121517	0	0	0	0	0	0	0	0	0	0	1.33	0	5	0	0	1.595	0	1	0
ENSMUSG00000121518	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000121519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121522	2	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000121524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121530	0	0	0	0	0	0	0	1	0	0	2.234	1	0	0	0	0	0	0	0
ENSMUSG00000121531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000121537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000121538	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000121539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121541	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121545	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121547	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121551	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121555	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000121561	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000121562	0	0	0	0	2.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000121568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121571	1.558	0	0	0	0	0	0	0	0	0	0	0	0	1.643	0	0	0	0	0
ENSMUSG00000121572	0	0	0	0	0	0	0.854	0	0	0	1.508	0	0	0	0	0	0	0	0
ENSMUSG00000121573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
