gene_name	gene_biotype
ENSG00000259429	UBE2Q2P2	transcribed_unprocessed_pseudogene
ENSG00000259431	THTPA	protein_coding
ENSG00000259436	AC010247.2	antisense
ENSG00000259439	LINC01833	lincRNA
ENSG00000259448	LINC02352	lincRNA
ENSG00000259453	AC087286.4	sense_intronic
ENSG00000259456	ADNP-AS1	antisense
ENSG00000259462	CPEB1-AS1	antisense
ENSG00000259467	NDUFAF4P1	processed_pseudogene
ENSG00000259471	LINC01169	lincRNA
ENSG00000259478	AC024651.1	lincRNA
ENSG00000259479	SORD2P	transcribed_unprocessed_pseudogene
ENSG00000259485	LINC02253	lincRNA
ENSG00000259488	AC023355.1	antisense
ENSG00000259494	MRPL46	protein_coding
ENSG00000259508	AL132801.1	lincRNA
ENSG00000259511	UBE2Q2L	protein_coding
ENSG00000259520	AC051619.5	antisense
ENSG00000259529	AL136295.5	protein_coding
ENSG00000259539	AC051619.6	3prime_overlapping_ncRNA
ENSG00000259555	AC067863.1	antisense
ENSG00000259556	AC090971.3	unprocessed_pseudogene
ENSG00000259562	AC090607.2	transcribed_processed_pseudogene
ENSG00000259563	AC025430.1	antisense
ENSG00000259577	CERNA1	lincRNA
ENSG00000259581	TYRO3P	processed_pseudogene
ENSG00000259583	AC015712.2	antisense
ENSG00000259590	AC015660.2	lincRNA
ENSG00000259605	AC074212.1	processed_transcript
ENSG00000259612	EEF1A1P22	processed_pseudogene
ENSG00000259616	AC104574.2	lincRNA
ENSG00000259623	AC125257.1	sense_overlapping
ENSG00000259628	AC007000.3	processed_transcript
ENSG00000259630	AC104046.1	transcribed_processed_pseudogene
ENSG00000259635	AC100830.1	antisense
ENSG00000259639	AC021351.1	lincRNA
ENSG00000259642	ST20-AS1	antisense
ENSG00000259649	AC027808.2	antisense
ENSG00000259652	AC090181.1	lincRNA
ENSG00000259654	AC115102.1	antisense
ENSG00000259658	AC027559.1	transcribed_unprocessed_pseudogene
ENSG00000259659	AC009996.1	sense_intronic
ENSG00000259660	DNM1P47	transcribed_unprocessed_pseudogene
ENSG00000259673	IQCH-AS1	lincRNA
ENSG00000259674	AC092868.1	processed_pseudogene
ENSG00000259685	IDH2-DT	lincRNA
ENSG00000259687	LINC01220	lincRNA
ENSG00000259704	AC124248.1	sense_overlapping
ENSG00000259706	HSP90B2P	processed_pseudogene
ENSG00000259708	AC090607.3	antisense
ENSG00000259723	AL354993.2	antisense
ENSG00000259726	CSPG4P11	unprocessed_pseudogene
ENSG00000259728	LINC00933	transcribed_unprocessed_pseudogene
ENSG00000259736	CRTC3-AS1	antisense
ENSG00000259737	AC087516.2	lincRNA
ENSG00000259744	AC009269.4	sense_intronic
ENSG00000259746	HSPE1P3	processed_pseudogene
ENSG00000259751	AC018868.2	processed_pseudogene
ENSG00000259756	AC100839.2	antisense
ENSG00000259760	AC015660.3	antisense
ENSG00000259764	PCSK6-AS1	antisense
ENSG00000259768	AC004943.2	antisense
ENSG00000259775	AL138976.2	antisense
ENSG00000259776	AC093426.1	lincRNA
ENSG00000259779	LINC01922	lincRNA
ENSG00000259789	AL096869.3	lincRNA
ENSG00000259793	AC013726.1	antisense
ENSG00000259797	AC020978.1	sense_intronic
ENSG00000259802	AC012640.2	antisense
ENSG00000259803	SLC22A31	protein_coding
ENSG00000259804	AC027682.1	antisense
ENSG00000259810	AC002519.1	sense_intronic
ENSG00000259818	AL606760.3	antisense
ENSG00000259820	AC083843.3	lincRNA
ENSG00000259821	AC018845.1	lincRNA
ENSG00000259826	AC072061.1	antisense
ENSG00000259828	AL355596.1	lincRNA
ENSG00000259834	AL365361.1	lincRNA
ENSG00000259845	HERC2P10	unprocessed_pseudogene
ENSG00000259854	AP005233.1	lincRNA
ENSG00000259863	SH3RF3-AS1	lincRNA
ENSG00000259865	AL390728.6	lincRNA
ENSG00000259867	AC105411.1	antisense
ENSG00000259877	AC009113.1	antisense
ENSG00000259891	AC107375.1	antisense
ENSG00000259895	AC106820.2	antisense
ENSG00000259904	ACTG1P15	processed_pseudogene
ENSG00000259905	PWRN1	lincRNA
ENSG00000259915	AC017071.1	lincRNA
ENSG00000259917	HNRNPLP2	unprocessed_pseudogene
ENSG00000259921	AC022819.1	sense_intronic
ENSG00000259924	AC011939.1	processed_pseudogene
ENSG00000259926	AC007342.1	sense_intronic
ENSG00000259928	AC011840.2	lincRNA
ENSG00000259929	AC010601.1	lincRNA
ENSG00000259935	AC009754.1	sense_intronic
ENSG00000259939	AC022167.1	antisense
ENSG00000259940	AC109449.1	antisense
ENSG00000259941	AC084782.1	lincRNA
ENSG00000259943	AL050341.2	antisense
ENSG00000259953	AL138756.1	sense_overlapping
ENSG00000259954	IL21R-AS1	antisense
ENSG00000259956	RBM15B	protein_coding
ENSG00000259959	AC107068.1	lincRNA
ENSG00000259967	AC087761.1	lincRNA
ENSG00000259968	AC093283.1	lincRNA
ENSG00000259972	AC009120.2	processed_transcript
ENSG00000259976	AC093010.3	3prime_overlapping_ncRNA
ENSG00000259984	AL928711.1	unprocessed_pseudogene
ENSG00000259986	AC103876.1	antisense
ENSG00000259994	AL353796.1	sense_overlapping
ENSG00000260000	AL133338.1	antisense
ENSG00000260001	TGFBR3L	protein_coding
ENSG00000260007	AC107871.1	protein_coding
ENSG00000260008	AP001527.1	lincRNA
ENSG00000260017	AC138811.1	antisense
ENSG00000260018	AC040169.1	antisense
ENSG00000260025	AC009414.2	lincRNA
ENSG00000260027	HOXB7	protein_coding
ENSG00000260031	RPL10P14	processed_pseudogene
ENSG00000260032	NORAD	lincRNA
ENSG00000260038	AC009090.1	sense_intronic
ENSG00000260052	AC023813.3	lincRNA
ENSG00000260060	AC009088.1	antisense
ENSG00000260062	GOLGA2P11	transcribed_unprocessed_pseudogene
ENSG00000260063	AL512408.1	antisense
ENSG00000260070	AC006960.3	antisense
ENSG00000260072	AC008938.1	lincRNA
ENSG00000260077	AC104794.2	lincRNA
ENSG00000260078	AC007342.3	transcribed_unprocessed_pseudogene
ENSG00000260081	AF274858.1	transcribed_processed_pseudogene
ENSG00000260083	MIR762HG	antisense
ENSG00000260086	AC007611.1	lincRNA
ENSG00000260088	AL445483.1	lincRNA
ENSG00000260093	AC034111.1	antisense
ENSG00000260094	LINC00564	lincRNA
ENSG00000260101	AC008074.3	lincRNA
ENSG00000260103	AC012435.1	transcribed_processed_pseudogene
ENSG00000260111	AC012184.1	antisense
ENSG00000260114	AC120114.2	sense_intronic
ENSG00000260115	AC012174.1	antisense
ENSG00000260121	AC138028.4	antisense
ENSG00000260126	AC092326.1	lincRNA
ENSG00000260128	ULK4P2	transcribed_unprocessed_pseudogene
ENSG00000260131	LINC00556	antisense
ENSG00000260135	MMP2-AS1	lincRNA
ENSG00000260136	AC008915.2	lincRNA
ENSG00000260144	AC100827.2	unprocessed_pseudogene
ENSG00000260160	AC011468.1	sense_overlapping
ENSG00000260162	AC134312.2	lincRNA
ENSG00000260163	AC012508.1	lincRNA
ENSG00000260167	AC093249.2	antisense
ENSG00000260177	AC126696.1	lincRNA
ENSG00000260179	AL162741.1	lincRNA
ENSG00000260190	AL807752.5	sense_overlapping
ENSG00000260192	LINC02240	lincRNA
ENSG00000260193	AL138781.1	lincRNA
ENSG00000260196	AC124798.1	antisense
ENSG00000260197	AC010889.1	lincRNA
ENSG00000260198	AC009102.1	sense_intronic
ENSG00000260209	AP000842.3	lincRNA
ENSG00000260219	AC106782.2	lincRNA
ENSG00000260228	AC009119.1	antisense
ENSG00000260230	FRRS1L	protein_coding
ENSG00000260231	JHDM1D-AS1	bidirectional_promoter_lncRNA
ENSG00000260233	SSSCA1-AS1	processed_transcript
ENSG00000260236	AC099778.1	antisense
ENSG00000260238	PMF1-BGLAP	protein_coding
ENSG00000260244	AC104083.1	sense_overlapping
ENSG00000260249	AC007608.3	antisense
ENSG00000260257	AL035071.1	lincRNA
ENSG00000260259	LINC02166	lincRNA
ENSG00000260260	SNHG19	lincRNA
ENSG00000260261	AC124944.3	transcribed_unprocessed_pseudogene
ENSG00000260266	PPIAP46	transcribed_processed_pseudogene
ENSG00000260267	AC026471.1	antisense
ENSG00000260269	AC105036.3	processed_transcript
ENSG00000260272	AC093525.2	protein_coding
ENSG00000260273	AL359711.2	antisense
ENSG00000260274	AC068338.2	lincRNA
ENSG00000260276	AC022167.2	antisense
ENSG00000260278	AC098818.2	antisense
ENSG00000260279	AC137932.1	antisense
ENSG00000260280	SLX1B-SULT1A4	processed_transcript
ENSG00000260282	EIF4EBP2P2	processed_pseudogene
ENSG00000260285	AL133367.1	antisense
ENSG00000260288	AC019294.2	processed_transcript
ENSG00000260290	AC092115.1	processed_pseudogene
ENSG00000260293	AC106820.4	sense_intronic
ENSG00000260296	AC095057.3	sense_overlapping
ENSG00000260298	ACTG1P16	transcribed_processed_pseudogene
ENSG00000260300	AC009119.2	protein_coding
ENSG00000260302	AP005482.1	lincRNA
ENSG00000260306	AC092375.2	lincRNA
ENSG00000260314	MRC1	protein_coding
ENSG00000260316	AL008727.1	sense_intronic
ENSG00000260317	AC009812.4	lincRNA
ENSG00000260318	COX6CP1	processed_pseudogene
ENSG00000260322	AC098657.2	lincRNA
ENSG00000260329	AC007541.1	antisense
ENSG00000260331	AC079148.1	lincRNA
ENSG00000260335	AC133555.4	unprocessed_pseudogene
ENSG00000260337	AC091544.4	processed_transcript
ENSG00000260338	LINC01570	antisense
ENSG00000260339	HEXA-AS1	antisense
ENSG00000260340	LINC02176	lincRNA
ENSG00000260352	AC092287.1	antisense
ENSG00000260357	DNM1P34	transcribed_unprocessed_pseudogene
ENSG00000260360	AL353708.1	lincRNA
ENSG00000260361	AC106028.3	sense_intronic
ENSG00000260367	AC109460.1	antisense
ENSG00000260368	AC027373.1	sense_overlapping
ENSG00000260369	AC120024.1	lincRNA
ENSG00000260371	AC026464.3	protein_coding
ENSG00000260372	AQP4-AS1	antisense
ENSG00000260386	LINC01225	transcribed_unitary_pseudogene
ENSG00000260388	LINC00562	lincRNA
ENSG00000260398	AC068700.1	sense_overlapping
ENSG00000260400	AL513534.1	sense_overlapping
ENSG00000260401	AP002761.4	sense_overlapping
ENSG00000260404	AC110079.1	transcribed_unprocessed_pseudogene
ENSG00000260409	AC012414.5	lincRNA
ENSG00000260412	AL353746.1	sense_overlapping
ENSG00000260417	AC092127.1	lincRNA
ENSG00000260423	LINC02367	lincRNA
ENSG00000260425	AL031709.1	antisense
ENSG00000260428	SCX	protein_coding
ENSG00000260436	AC093525.3	antisense
ENSG00000260440	LINC01544	lincRNA
ENSG00000260442	ATP2A1-AS1	antisense
ENSG00000260448	LCMT1-AS1	bidirectional_promoter_lncRNA
ENSG00000260456	C16orf95	protein_coding
ENSG00000260461	AL133355.1	sense_overlapping
ENSG00000260464	AL049796.1	bidirectional_promoter_lncRNA
ENSG00000260475	AL353719.1	lincRNA
ENSG00000260487	AC116348.1	antisense
ENSG00000260490	MYL12BP1	processed_pseudogene
ENSG00000260495	AC009148.1	antisense
ENSG00000260496	AC009041.1	lincRNA
ENSG00000260498	AC126696.3	lincRNA
ENSG00000260505	AC096644.4	lincRNA
ENSG00000260507	AC133919.1	lincRNA
ENSG00000260517	AC009093.2	lincRNA
ENSG00000260518	BMS1P8	transcribed_unprocessed_pseudogene
ENSG00000260526	AC109347.1	antisense
ENSG00000260528	FAM157C	lincRNA
ENSG00000260534	AC100827.3	sense_overlapping
ENSG00000260537	AC012184.2	protein_coding
ENSG00000260541	AL031722.1	sense_overlapping
ENSG00000260549	MT1L	transcribed_unprocessed_pseudogene
ENSG00000260558	AC018557.2	lincRNA
ENSG00000260563	AC132872.1	lincRNA
ENSG00000260565	ERVK13-1	processed_transcript
ENSG00000260588	AC027702.1	lincRNA
ENSG00000260589	STAM-AS1	antisense
ENSG00000260592	AC130456.3	antisense
ENSG00000260601	AC131391.1	sense_intronic
ENSG00000260613	Z98885.2	lincRNA
ENSG00000260615	RPL23AP97	processed_pseudogene
ENSG00000260619	AC068870.1	lincRNA
ENSG00000260620	AC027688.2	lincRNA
ENSG00000260625	AC026471.2	antisense
ENSG00000260630	SNAI3-AS1	antisense
ENSG00000260641	AC114811.2	antisense
ENSG00000260643	AC092718.3	protein_coding
ENSG00000260644	HERC2P5	transcribed_unprocessed_pseudogene
ENSG00000260651	AF213884.3	antisense
ENSG00000260664	AC004158.1	lincRNA
ENSG00000260669	AL096870.2	processed_transcript
ENSG00000260672	AC100827.4	lincRNA
ENSG00000260676	LINC01541	lincRNA
ENSG00000260677	AL445531.1	lincRNA
ENSG00000260683	AL591643.1	lincRNA
ENSG00000260686	AC008669.1	sense_overlapping
ENSG00000260691	ANKRD20A1	protein_coding
ENSG00000260693	AC026150.1	lincRNA
ENSG00000260698	AL591848.3	lincRNA
ENSG00000260708	AL118516.1	antisense
ENSG00000260711	AL121839.2	sense_intronic
ENSG00000260714	AC133552.1	processed_pseudogene
ENSG00000260719	AC009133.3	antisense
ENSG00000260723	AC007598.1	sense_intronic
ENSG00000260725	AC005307.1	lincRNA
ENSG00000260727	SLC7A5P1	unprocessed_pseudogene
ENSG00000260729	AC009690.1	protein_coding
ENSG00000260735	AC139256.1	transcribed_processed_pseudogene
ENSG00000260740	AC026471.3	antisense
ENSG00000260742	AC009962.1	antisense
ENSG00000260743	AC007823.1	lincRNA
ENSG00000260751	AC008870.2	sense_intronic
ENSG00000260756	AC131649.1	lincRNA
ENSG00000260757	AC093520.1	sense_overlapping
ENSG00000260763	AC106799.3	lincRNA
ENSG00000260772	AC012321.1	3prime_overlapping_ncRNA
ENSG00000260773	AC055855.1	antisense
ENSG00000260774	AC021087.3	processed_transcript
ENSG00000260777	AC061975.1	lincRNA
ENSG00000260778	AC009065.4	lincRNA
ENSG00000260790	AC092338.2	antisense
ENSG00000260792	LINC02280	lincRNA
ENSG00000260793	AC003102.1	antisense
ENSG00000260796	AC145285.3	antisense
ENSG00000260803	Z84723.1	processed_transcript
ENSG00000260804	LINC01963	lincRNA
ENSG00000260805	AC092803.2	lincRNA
ENSG00000260806	AL163051.1	antisense
ENSG00000260807	AC009041.2	lincRNA
ENSG00000260810	AL135818.2	lincRNA
ENSG00000260814	AC073657.1	lincRNA
ENSG00000260816	AC027279.1	sense_intronic
ENSG00000260818	UNGP1	processed_pseudogene
ENSG00000260822	AC004656.1	sense_overlapping
ENSG00000260828	HMGB3P32	processed_pseudogene
ENSG00000260830	AL135744.1	antisense
ENSG00000260834	AC009055.2	lincRNA
ENSG00000260838	AC022893.2	lincRNA
ENSG00000260852	FBXL19-AS1	antisense
ENSG00000260853	AC109460.2	antisense
ENSG00000260855	AL591848.4	lincRNA
ENSG00000260862	AC099506.1	sense_intronic
ENSG00000260865	AC010287.1	transcribed_processed_pseudogene
ENSG00000260876	LINC01229	lincRNA
ENSG00000260879	AL359258.2	antisense
ENSG00000260886	TAT-AS1	antisense
ENSG00000260895	AP003071.1	lincRNA
ENSG00000260898	ADPGK-AS1	antisense
ENSG00000260908	AC009093.3	transcribed_unprocessed_pseudogene
ENSG00000260910	LINC00565	lincRNA
ENSG00000260911	AC135050.3	lincRNA
ENSG00000260912	AL158206.1	sense_overlapping
ENSG00000260913	LINC01254	lincRNA
ENSG00000260914	AC026464.4	protein_coding
ENSG00000260916	CCPG1	protein_coding
ENSG00000260917	AL158212.3	sense_overlapping
ENSG00000260920	AL031985.3	sense_overlapping
ENSG00000260923	LINC02193	lincRNA
ENSG00000260924	LINC01311	antisense
ENSG00000260940	AL109741.3	sense_overlapping
ENSG00000260942	CAPN10-AS1	antisense
ENSG00000260945	AC109495.1	lincRNA
ENSG00000260948	AL390195.2	sense_overlapping
ENSG00000260966	AP001486.2	sense_overlapping
ENSG00000260971	AC119674.1	lincRNA
ENSG00000260973	AC009021.2	lincRNA
ENSG00000260975	AC007333.2	lincRNA
ENSG00000260977	AC016722.3	lincRNA
ENSG00000260979	AC022167.3	lincRNA
ENSG00000260986	AC126335.1	lincRNA
ENSG00000260988	AC090260.1	lincRNA
ENSG00000260992	DOCK9-AS2	antisense
ENSG00000260997	AC004847.1	sense_overlapping
ENSG00000261000	AC244034.2	lincRNA
ENSG00000261008	LINC01572	lincRNA
ENSG00000261024	AL078644.1	transcribed_processed_pseudogene
ENSG00000261026	AC105046.1	sense_overlapping
ENSG00000261028	AC012322.1	lincRNA
ENSG00000261038	AL133457.1	lincRNA
ENSG00000261040	WFDC21P	transcribed_unitary_pseudogene
ENSG00000261052	SULT1A3	protein_coding
ENSG00000261056	AC079416.1	transcribed_processed_pseudogene
ENSG00000261060	AL160286.2	sense_overlapping
ENSG00000261061	AC092718.4	sense_intronic
ENSG00000261064	LINC02256	lincRNA
ENSG00000261067	AC109460.3	processed_transcript
ENSG00000261068	AL512274.1	lincRNA
ENSG00000261071	AL441883.1	antisense
ENSG00000261072	AC084783.1	processed_pseudogene
ENSG00000261079	AC009053.2	lincRNA
ENSG00000261087	AP003469.4	lincRNA
ENSG00000261094	AC007066.2	sense_overlapping
ENSG00000261096	AC073476.3	sense_overlapping
ENSG00000261097	LINC00563	lincRNA
ENSG00000261098	AP000766.1	lincRNA
ENSG00000261101	AC234775.3	sense_overlapping
ENSG00000261105	LMO7-AS1	antisense
ENSG00000261114	AC012181.1	sense_intronic
ENSG00000261115	TMEM178B	protein_coding
ENSG00000261117	AC009486.1	lincRNA
ENSG00000261118	AC092123.1	antisense
ENSG00000261121	LINC02473	lincRNA
ENSG00000261126	RBFADN	lincRNA
ENSG00000261131	AC012186.2	sense_intronic
ENSG00000261135	AL137802.2	lincRNA
ENSG00000261136	AC023908.3	antisense
ENSG00000261140	AC093525.4	antisense
ENSG00000261147	AC091167.2	protein_coding
ENSG00000261150	EPPK1	protein_coding
ENSG00000261159	AC112484.3	lincRNA
ENSG00000261166	AC073429.2	lincRNA
ENSG00000261167	AC107027.3	sense_overlapping
ENSG00000261168	AL592424.1	sense_overlapping
ENSG00000261173	AC018845.3	antisense
ENSG00000261175	LINC02188	lincRNA
ENSG00000261177	AC135012.1	lincRNA
ENSG00000261183	SPINT1-AS1	antisense
ENSG00000261186	LINC01238	antisense
ENSG00000261187	AC079322.1	lincRNA
ENSG00000261188	Z95115.1	antisense
ENSG00000261200	AC136944.2	lincRNA
ENSG00000261202	Z83847.1	antisense
ENSG00000261204	AC004449.1	lincRNA
ENSG00000261208	AL365475.1	processed_pseudogene
ENSG00000261210	CLEC19A	protein_coding
ENSG00000261211	AL031123.2	lincRNA
ENSG00000261215	AL162231.4	processed_transcript
ENSG00000261220	AC103706.1	lincRNA
ENSG00000261221	ZNF865	protein_coding
ENSG00000261222	AC064805.1	lincRNA
ENSG00000261229	AC021483.2	lincRNA
ENSG00000261231	LINC02133	lincRNA
ENSG00000261236	BOP1	protein_coding
ENSG00000261242	AL136038.3	antisense
ENSG00000261250	AL160286.3	antisense
ENSG00000261251	Z97055.2	antisense
ENSG00000261269	AC093278.2	sense_overlapping
ENSG00000261270	AC012181.2	sense_intronic
ENSG00000261286	ATP2C2-AS1	antisense
ENSG00000261288	AC093525.5	sense_intronic
ENSG00000261296	AC126323.6	lincRNA
ENSG00000261303	AC022748.2	transcribed_unprocessed_pseudogene
ENSG00000261305	AC005586.2	sense_overlapping
ENSG00000261308	FIGNL2	protein_coding
ENSG00000261324	AC010168.2	sense_overlapping
ENSG00000261326	LINC01355	lincRNA
ENSG00000261327	AC134312.5	lincRNA
ENSG00000261334	AL353803.4	lincRNA
ENSG00000261335	AC005837.1	antisense
ENSG00000261338	AC021016.2	sense_overlapping
ENSG00000261341	AC010325.1	protein_coding
ENSG00000261342	AC006538.1	sense_intronic
ENSG00000261349	AL031432.2	unprocessed_pseudogene
ENSG00000261351	AC116913.1	antisense
ENSG00000261359	PYCARD-AS1	antisense
ENSG00000261360	AC010491.1	antisense
ENSG00000261366	MANEA-AS1	antisense
ENSG00000261371	PECAM1	protein_coding
ENSG00000261373	VPS9D1-AS1	antisense
ENSG00000261377	PDCD6IPP2	transcribed_unprocessed_pseudogene
ENSG00000261390	MAFTRR	lincRNA
ENSG00000261392	AC087190.2	lincRNA
ENSG00000261404	AC138627.1	lincRNA
ENSG00000261405	AC136944.3	transcribed_unprocessed_pseudogene
ENSG00000261408	TEN1-CDK3	processed_transcript
ENSG00000261409	AL035425.3	sense_overlapping
ENSG00000261416	AC012645.3	antisense
ENSG00000261420	AL022069.1	antisense
ENSG00000261423	TMEM202-AS1	lincRNA
ENSG00000261428	AC097461.1	antisense
ENSG00000261435	AL592164.1	lincRNA
ENSG00000261436	AC018554.1	lincRNA
ENSG00000261438	AL157394.1	sense_overlapping
ENSG00000261441	AC124068.2	antisense
ENSG00000261448	AC109446.3	antisense
ENSG00000261449	AC103724.3	antisense
ENSG00000261451	AC104964.3	sense_overlapping
ENSG00000261455	LINC01003	lincRNA
ENSG00000261462	AC004023.1	lincRNA
ENSG00000261465	AC099518.4	antisense
ENSG00000261467	AC099398.1	lincRNA
ENSG00000261468	AC096921.2	sense_overlapping
ENSG00000261471	AC092145.1	antisense
ENSG00000261474	AC026471.4	lincRNA
ENSG00000261476	AC009163.3	sense_intronic
ENSG00000261480	GOLGA8M	lincRNA
ENSG00000261485	PAN3-AS1	antisense
ENSG00000261487	AC135048.1	processed_transcript
ENSG00000261488	AC128688.2	antisense
ENSG00000261490	AC005674.2	sense_overlapping
ENSG00000261501	AC079341.2	lincRNA
ENSG00000261502	AC040174.1	processed_transcript
ENSG00000261504	LINC01686	lincRNA
ENSG00000261505	AL031714.1	antisense
ENSG00000261512	AC092368.3	lincRNA
ENSG00000261523	AC009167.1	antisense
ENSG00000261526	AC012615.1	lincRNA
ENSG00000261529	AC100774.1	sense_intronic
ENSG00000261534	AL596244.1	sense_overlapping
ENSG00000261542	AC011978.2	lincRNA
ENSG00000261544	AC011939.2	sense_intronic
ENSG00000261546	AC135782.3	antisense
ENSG00000261553	AL137782.1	processed_transcript
ENSG00000261556	SMG1P7	transcribed_unprocessed_pseudogene
ENSG00000261557	EEF1A1P38	processed_pseudogene
ENSG00000261560	AC007216.3	sense_intronic
ENSG00000261572	AC097639.1	sense_intronic
ENSG00000261575	AC005829.1	transcribed_unprocessed_pseudogene
ENSG00000261582	AL121753.1	protein_coding
ENSG00000261584	AL513548.1	lincRNA
ENSG00000261587	TMEM249	protein_coding
ENSG00000261592	AC010531.3	antisense
ENSG00000261594	TPBGL	protein_coding
ENSG00000261596	AC005632.2	sense_intronic
ENSG00000261599	HERC2P8	transcribed_unprocessed_pseudogene
ENSG00000261602	AC092115.2	antisense
ENSG00000261606	AC091230.1	processed_transcript
ENSG00000261609	GAN	protein_coding
ENSG00000261610	AP000265.1	lincRNA
ENSG00000261613	AC093525.6	antisense
ENSG00000261615	LINC01858	lincRNA
ENSG00000261616	AC036108.3	antisense
ENSG00000261617	LINC02177	lincRNA
ENSG00000261618	AC083837.1	lincRNA
ENSG00000261632	AC022872.1	antisense
ENSG00000261634	AC026992.2	antisense
ENSG00000261642	AL713866.1	lincRNA
ENSG00000261643	AL590235.1	sense_overlapping
ENSG00000261644	AC007728.2	antisense
ENSG00000261645	DISC1FP1	processed_transcript
ENSG00000261649	GOLGA6L7	protein_coding
ENSG00000261652	C15orf65	protein_coding
ENSG00000261654	AL360270.2	sense_overlapping
