	IVMTrt_A_1	IVMTrt_A_2	IVMTrt_A_3	IVMTrt_N_1	IVMTrt_N_2	IVMTrt_N_3	IVMctrl_N_1	IVMctrl_N_2	IVMctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000110889	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000110891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110892	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000110893	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000110894	34	67	42	38	83	22	65	43	58	23	44	63	26	27	53
ENSMUSG00000110895	144	128	134	88	88	70	134	100	72.574	193	111	155	58	35	83
ENSMUSG00000110896	25.781	43.475	54.777	20.264	31.813	17.528	26.122	27.894	25.929	6.85	8.466	17.748	15.691	21.192	11.443
ENSMUSG00000110897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110899	1.97	5	0	0	1	4	1	9	0	4.052	0	0	1	6	0
ENSMUSG00000110901	1	2	3	2	0	0	6	1	4	0	2	2	0	0	0
ENSMUSG00000110902	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110903	35	13	15	25	1	4	25	18	5	10	2	30	15	18	37
ENSMUSG00000110905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110908	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110909	0	0	5	0	19.835	19	0	7	0	0	0	0	0	10.805	0
ENSMUSG00000110910	5	0	0	0	8	4	3	9	2	4	5	1	3	6	6
ENSMUSG00000110911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110913	0	0	0	0	5	7	0	1	0	0	0	0	0	0	1
ENSMUSG00000110914	445.179	189	180	128	114	71	174	128	83	229	72	211	43.001	59	150
ENSMUSG00000110915	0	0	0	0	1	3	1	2	1	0	0	1	1	0	0
ENSMUSG00000110916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110920	1	0	0	1	5	0	0	0	2	0	1	1	0	4	1
ENSMUSG00000110922	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110924	7	39	14	49	10	13	46	25	45	11	20	30	17	23	11
ENSMUSG00000110925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110926	0	0	0	1.08	0	0	0	0	0	1.146	0	0	1.08	0	1.059
ENSMUSG00000110927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110928	184	252	145	211	213	215	236	244	171.697	149	170	195	120	323	293
ENSMUSG00000110929	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000110930	0	0	0	0	2	2	1	2.186	0	0	0	0	0	2	0
ENSMUSG00000110932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110936	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110944	0	0	0	0	2	19	0	3	0	0	0	0	0	8	4
ENSMUSG00000110945	35	48	39	43	49	23	56	34	46	29	18	45	26	1	16
ENSMUSG00000110946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110949	6.498	2.498	0	1.169	0	0	1	0	1	0	0	1.91	0	0	0
ENSMUSG00000110950	0	0	0	1	5	1	0	6	0	6	1	0	0	2	2
ENSMUSG00000110951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110952	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000110953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110957	2	3	0	2	1	0	4	2	5	0	1	11	3	3	0
ENSMUSG00000110958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110959	50	60	24	31	22	32	31	21	28	84	63	55	18	7	23
ENSMUSG00000110960	0	0	7.221	0	0	0	0	0	0	1.002	0	1	0	0	0
ENSMUSG00000110962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110966	4	2	3	3	1	1	2	0	0	1	1	1	0	1	0
ENSMUSG00000110967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110970	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110972	37	34.001	1	10	26	0	28	21	23	19	27	18	12	15	20
ENSMUSG00000110973	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110976	3	12	20	0	14	0	3	4	6	1	3	2	1	0	1
ENSMUSG00000110977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110978	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0
ENSMUSG00000110980	4	62	18	30	35	25	14.332	13	13	15	33.282	7	11	4	13
ENSMUSG00000110981	0	0	0	0	0	0	0	6	0	1	1	0	0	3	14
ENSMUSG00000110982	36	10	0	12	101.367	42	12	44	6	3	2	6	3	38.696	21
ENSMUSG00000110983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110984	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000110985	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000110986	11	125	145	33	174	52	105	201	66	41	15	48	29	113	133
ENSMUSG00000110987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110989	0	7	0	1.062	4.03	0	1	8.125	9	0	1	4	2	0	1
ENSMUSG00000110991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110993	148	128	77	133	183	79	178	154	131	117	72	144.156	56	75	136
ENSMUSG00000110995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110996	1	7	2	3	16	20	4	25	2	0	6	11	1	14	7
ENSMUSG00000110997	62	34	25	34	30	31	45	34	38.119	25	33	54	14	9	31
ENSMUSG00000110998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111000	2.225	1	3	8.498	51	1.02	5	16.167	3	1	4	10	7	18	11.214
ENSMUSG00000111001	0	0	0	2	35	0	1	0	0	0	3	2	0	7	0
ENSMUSG00000111002	0	0	0	0	5	0	1	1	0	0	5	4	2	7	3
ENSMUSG00000111003	8	11	12	9	18	4	7	12	13	7	10	11	5	11	19
ENSMUSG00000111004	36.84	20.718	5	21.588	25.267	9.933	76.863	17.973	47	101.402	23	56.512	26.035	31	54.071
ENSMUSG00000111005	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111006	18	84	85	63	101	31	113	76	40	31	73	112	45	20.062	68
ENSMUSG00000111008	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111012	5	0	0	1	0	1	2	3	1	2	0	0	2	2	0
ENSMUSG00000111013	0	0	0	0	1	7	2	1	0	0	0	1	0	6	2
ENSMUSG00000111014	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000111016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111017	167	143	64	190	138	126	247	185	162	104	91	152	80	215	168
ENSMUSG00000111018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111019	0	3	0	2	0	0	3	3	4	0	1	2	1	0	2
ENSMUSG00000111020	0	0	0	0	0	0	3	0	0	0	2	0	2	5	5
ENSMUSG00000111021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111022	0	0	4	0	0	0	1	1	2	0	2	0	4	4	2
ENSMUSG00000111023	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000111025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111027	0	0	0	0	0	13.744	0	0	0	0	0	0	0	0	0
ENSMUSG00000111028	12	5	2	1	15	4	3	6	2	0	5	0	0	5	8
ENSMUSG00000111029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111030	48	25	71	33	23	53	44	47	23	29	34	17	15.36	17	20
ENSMUSG00000111031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000111034	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000111035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111036	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.322
ENSMUSG00000111037	0	1	1	3	0	0	2	0	1	0	3	11	3	9	8
ENSMUSG00000111039	0	1	0	1	8	1	3	1	4	0	0	3	3	5	2
ENSMUSG00000111041	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000111042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111044	13.796	22.42	9.381	16.871	6.37	5.754	13.118	15.8	21.521	0	24.474	15.91	14.685	0	0
ENSMUSG00000111045	0	2.053	0	1.032	13.975	14.002	0	7.414	1.026	1.025	3.261	1.029	0	18.874	5.248
ENSMUSG00000111046	0	0	1	3	0	0	1	0	1	0	2	0	0	1	1
ENSMUSG00000111047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111049	0	0	6	0	10	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000111050	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111051	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111052	3	0	0	0	1	9	1	0	1	0	0	0	0	0	4
ENSMUSG00000111053	0	0	0	0	3.403	0	0	3.366	1.063	0	0	0	0	0	0
ENSMUSG00000111054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111055	7	0	0	0	10	0	2	3	1	1	0	0	3	3	1
ENSMUSG00000111056	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000111057	4	0	0	0	0	0	0	0	0	7	0	1	0	0	0
ENSMUSG00000111058	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111059	0	0	0	0	4	1	0	2	0	3	0	0	0	1	0
ENSMUSG00000111060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111061	2	1	0	2	2	1	5	0	7	0	3	3	4	1	7
ENSMUSG00000111062	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
ENSMUSG00000111063	46.966	16.522	9	14	33.241	14	13	13.882	11	140.91	24	24	9	4	5
ENSMUSG00000111064	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000111065	1	3	2	2	1	2	4	1	4	6	0	5	2	3	3
ENSMUSG00000111066	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2
ENSMUSG00000111067	56	79	138	66	50	35	126	122	106	65	71	139	53.089	25	110
ENSMUSG00000111068	10	11	4	10	8	7	17	14	10	5	13	15	5	44	35
ENSMUSG00000111069	59	15	61	1	14	40	0	9	1	86.045	0	14	0	0	0
ENSMUSG00000111070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111075	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111077	48	44	42	42	136	67	82	39	38	12	61	82	32	13	42
ENSMUSG00000111078	2	0	0	1	0	2	1	0	0	0	2	0	1	0	4
ENSMUSG00000111079	0	4	0	1	22	10	4	4	4.277	5.703	9	5	0	3	2
ENSMUSG00000111080	207	170	93	164	250	124	236	177	238	191	73	168	108	133	177
ENSMUSG00000111081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111082	7.06	0	0	10	25.326	11.324	3	17	5	3	3	8	5	19.624	19.306
ENSMUSG00000111083	33	32	44	25	47	23	22	26	21	29	6	25	10	28	24
ENSMUSG00000111084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111085	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000111086	4	2	0	3	0	0	2	2	1	1	1	3	2	7	2
ENSMUSG00000111087	11	4	13	8	1	16	6	3	10	8	12	3	1	1	1
ENSMUSG00000111088	3	0	0	1	0	0	2	15	1	0	0	1	1	3	2
ENSMUSG00000111089	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000111090	9	13	1	5	2	2	6	13	3	4	1	12	4	7	4
ENSMUSG00000111091	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000111092	66	62	4	62	109	7	70	31	48	16	29	85	65	97	78
ENSMUSG00000111093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111094	0	10	1	4	7	13	0	2	1	0	0	0	0	5	6
ENSMUSG00000111095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111097	4	30	0	1	1	0	18	14	12	2	5	25	2	9	12
ENSMUSG00000111098	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000111100	2	0	0	3	0	0	1	3	1	1	2	1	3	2	0
ENSMUSG00000111102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111103	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000111104	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSMUSG00000111105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111106	0	3	1	0	15	54	0	5	0	0	0	0	0	4	2
ENSMUSG00000111107	64	69	43	76	98	63	93	137	70	88	74	95	52	80	94
ENSMUSG00000111108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111110	6	5	1	0	2	0	1	1	1	13.001	5	0	0	0	1
ENSMUSG00000111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111115	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSMUSG00000111116	33.199	10	10	0	29	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000111117	1	0	0	3	0	0	4	1	1	0	0	0	0	7	2
ENSMUSG00000111118	135	24	7	3	5	10	9	2	4	3	7	7	7	0	17
ENSMUSG00000111119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111126	1	0	0	1	11	15	0	2	1	0	1	0	0	1	2
ENSMUSG00000111127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111128	123.659	124.306	117.002	64.028	77.25	54.999	50.263	78.91	72.019	111.806	50.375	58.867	31.05	25.316	29.768
ENSMUSG00000111129	1	1	1	1	4	0	1	4	2	1	0	0	0	2	1
ENSMUSG00000111131	56	81	85	69	30	43	76	52	73	42	30	105	41	35	51
ENSMUSG00000111132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111133	0	0	0	0	0	0	0	0	0	0	0	0	0	2.466	0
ENSMUSG00000111135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111141	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000111142	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0
ENSMUSG00000111143	10	36	53	19	15	6	15	27	13	39	15	28	26	23	29
ENSMUSG00000111144	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111146	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111147	11	20	0	0	1	0	0	2	0	9	0	4	0	0	0
ENSMUSG00000111148	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
ENSMUSG00000111149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111151	24.07	0	0	4.011	2.007	4.022	0	6.016	0	0	0	0	0	6.019	2.003
ENSMUSG00000111153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111155	73.148	38	97	72	35	35	66	35	64	117	94	137	57	30	22
ENSMUSG00000111156	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111160	52	65	33	48	82	63	45	75	30	34	21	53	28	80	71
ENSMUSG00000111161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000111162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111165	11	0	0	2	2	2	8	1	0	13	16	0	0	0	0
ENSMUSG00000111166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111167	5	0	0	0	10	7	0	0	2	0	0	1	0	0	3
ENSMUSG00000111168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111169	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111171	22	79	26	36	15	29	34	35.158	40	17	48	50	27	11	21
ENSMUSG00000111172	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0
ENSMUSG00000111173	2	0	13	4	0	0	3	4	2	0	0	0	0	4	1
ENSMUSG00000111174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111176	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0
ENSMUSG00000111177	1	6	0	1	0	1	0	0	0	2	0	4	0	0	0
ENSMUSG00000111179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111180	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000111183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111184	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000111186	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000111188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111189	3	2	1	1	0	0	4	2	4	4	0	1	4	3	1
ENSMUSG00000111190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111193	2	1	14	17	5	0	10	12	9	4	1	20	6	13	5
ENSMUSG00000111194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000111196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000111198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111199	0	0	0	1	1	0	1	1	0	0	12	2	1	1	1
ENSMUSG00000111200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111202	164.52	16.889	36.353	0	34.412	44.133	0	28.265	0	0	0	16.049	9	12.876	0
ENSMUSG00000111203	4.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111204	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000111205	1	0	0	6	16	3	0	25	5	0	0	0	1	26	11
ENSMUSG00000111207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111208	0	0	0	0	5	2	0	0	0	0	0	0	0	1	2
ENSMUSG00000111209	12	34	4	9	4	2	15	10	10	0	2	26	13	2	7
ENSMUSG00000111210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111211	10	8	0	13	16	2	16	12	11	7	3	5	7	14	5
ENSMUSG00000111212	686	146	59	38	64	67	24	20	14	948	84	117	13	8	31
ENSMUSG00000111213	0	0	0	0	6	1	1	0	0	0	0	0	0	4	6
ENSMUSG00000111215	0	0	0	0	4	3	0	0	0	0	0	1	0	0	1
ENSMUSG00000111216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111218	4	4	2	2	6	10	4	8	2	4	0	2	1	16	5
ENSMUSG00000111219	5.824	4	4	3	3	8	4.368	2.639	5	31.481	1	6.881	1	0	1
ENSMUSG00000111221	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000111222	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000111223	3	1	1	0	0	0	0	0	0	12	0	0	0	0	0
ENSMUSG00000111224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111227	5	46	10	20	18	8	39	20	21	16	6	45	22	2	15
ENSMUSG00000111228	0	0	0	1	0	0	0	0	2.821	0	0	0	0	0	1.873
ENSMUSG00000111229	27	4	28	0	198	128	1	42	0	21	2	1	0	36	20
ENSMUSG00000111231	1	25	0	13	20	1	6	4	7	0	1	3	8	21	26
ENSMUSG00000111232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111235	0	0	0	2	0	0	1	1	0	0	3	0	0	0	2
ENSMUSG00000111236	22	2	2	4.142	7	1	3	4	0	67	11	3	5	4	2
ENSMUSG00000111238	0	0	0	4	1	0	0	0	0	0	0	0	0	1	3
ENSMUSG00000111239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111240	0	0	0	2	7	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000111241	15.326	5.084	0	13.729	5.974	11	11.988	14	15	0	8.979	6.18	5.827	15.172	16.248
ENSMUSG00000111242	0	0	9	0	13	9	0	1	0	0	0	0	0	3	2
ENSMUSG00000111243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000111244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000111246	3	1	0	0	0	0	3	8	1	2	1	6	3	5	1
ENSMUSG00000111248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111250	1	0	0	0	2	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000111251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111254	41	42	27	86	31	35	73	54	29	14	50	74	32	12	60
ENSMUSG00000111256	4	1	0	1	1	0	2	1	1	1	1	2	2	0	2
ENSMUSG00000111257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111259	8	0	0	0	0	0	0	1	0	1	0	0	0	1	2
ENSMUSG00000111260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111263	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000111264	199	94	173	106	149	55	98	125	88	148	45	139	66	89	93
ENSMUSG00000111265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111266	1	0	0	0	2	0	2	0	0	0	0	0	0	2	0
ENSMUSG00000111267	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0
ENSMUSG00000111268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
